"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm9962",4.52323108611054e-07,0.946952656082312,0.134,0.069,0.0095426606223674,"0","Gm9962"
"Bbs5",4.53793554915879e-07,0.803983154183883,0.248,0.162,0.00957368262806029,"0","Bbs5"
"Zfp609",4.56122405755759e-07,0.131759659163492,0.703,0.572,0.00962281439422924,"0","Zfp609"
"Prdm11",4.57158298325718e-07,0.612913964988593,0.237,0.149,0.00964466861977767,"0","Prdm11"
"Lmx1b",4.59504656869089e-07,2.27793187690035,0.027,0.005,0.00969416974596717,"0","Lmx1b"
"Chchd6",4.60605637647259e-07,0.323932839811567,0.592,0.466,0.00971739713744422,"0","Chchd6"
"Prmt7",4.61512812047293e-07,0.555781810517015,0.319,0.226,0.00973653579576174,"0","Prmt7"
"Pbx4",4.62674400772956e-07,0.895583240730951,0.205,0.127,0.00976104183310705,"0","Pbx4"
"Tmem169",4.68724707437814e-07,0.748089381947655,0.21,0.129,0.00988868515281557,"0","Tmem169"
"Cnot10",4.77207629393702e-07,0.189637570792818,0.556,0.436,0.0100676493573189,"0","Cnot10"
"Abhd10",4.77232579632242e-07,0.639584467985807,0.196,0.118,0.0100681757325014,"0","Abhd10"
"Gm41496",4.90823548549838e-07,1.26431141339963,0.056,0.019,0.0103549044037559,"0","Gm41496"
"Dlg4",4.94332578324576e-07,0.418922586900784,0.482,0.374,0.0104289344049136,"0","Dlg4"
"Psmd1",4.99752133613542e-07,0.274813020177107,0.556,0.448,0.0105432707628449,"0","Psmd1"
"Psmc6",5.00338810709422e-07,0.285265858561132,0.433,0.33,0.0105556478895367,"0","Psmc6"
"Als2",5.07641448819348e-07,0.415949993648003,0.346,0.246,0.0107097116457418,"0","Als2"
"Clpx",5.11211464561339e-07,0.353185123530123,0.377,0.273,0.0107850282678506,"0","Clpx"
"Capn2",5.13086092747834e-07,0.358585360770574,0.248,0.156,0.0108245772987011,"0","Capn2"
"9330162012Rik",5.133057441271e-07,1.14458361718997,0.127,0.065,0.0108292112838494,"0","9330162012Rik"
"Cdyl2",5.19061029612135e-07,0.477300995843076,0.411,0.312,0.0109506305417272,"0","Cdyl2"
"Hprt",5.29018552827791e-07,0.348721576522977,0.342,0.241,0.0111607044090079,"0","Hprt"
"Trappc8",5.3943375007385e-07,0.135900808076394,0.596,0.478,0.011380433825308,"0","Trappc8"
"Zfp800",5.40181040017001e-07,0.414548377830407,0.297,0.201,0.0113961994012387,"0","Zfp800"
"Tmx3",5.41894721249914e-07,0.214524475371273,0.417,0.306,0.0114323529342094,"0","Tmx3"
"Gemin7",5.4201812643216e-07,1.40267412166505,0.051,0.016,0.0114349564133393,"0","Gemin7"
"Gdap2",5.44631114945175e-07,0.51733265169229,0.272,0.183,0.0114900826319984,"0","Gdap2"
"Traf3ip1",5.50605471751302e-07,0.562436340160513,0.21,0.127,0.0116161236375372,"0","Traf3ip1"
"Insyn2a",5.52600218381528e-07,0.963449651357496,0.161,0.09,0.0116582068071951,"0","Insyn2a"
"Cul5",5.52768336389058e-07,0.174375720131816,0.58,0.467,0.0116617535927999,"0","Cul5"
"Nbdy",5.55658511346202e-07,0.533224675378385,0.181,0.103,0.0117227276138708,"0","Nbdy"
"Txlng",5.60262309295025e-07,0.365055668664706,0.435,0.331,0.0118198539391971,"0","Txlng"
"Shank1",5.60930610623874e-07,0.35607556215259,0.511,0.386,0.0118339530923319,"0","Shank1"
"Slc2a13",5.71598493041802e-07,0.305400940598912,0.806,0.638,0.0120590134077029,"0","Slc2a13"
"Pdzd7",5.76699204575988e-07,1.42049069792986,0.085,0.036,0.0121666231189396,"0","Pdzd7"
"Tmem63c",5.89587683324001e-07,0.629384186199358,0.393,0.3,0.0124385313550864,"0","Tmem63c"
"Prrg3",5.93080891924741e-07,1.02273939485803,0.127,0.065,0.0125122275769363,"0","Prrg3"
"Tubgcp2",5.93928057635479e-07,0.500016293765488,0.248,0.158,0.0125301002319357,"0","Tubgcp2"
"Pcm1",6.04151668862482e-07,0.157359422806,0.855,0.726,0.0127457877579918,"0","Pcm1"
"Acbd5",6.05059590488825e-07,0.215980847285726,0.415,0.305,0.0127649421805427,"0","Acbd5"
"Pcbp3",6.06388186790009e-07,0.398181342124994,0.569,0.454,0.0127929715767088,"0","Pcbp3"
"Cxadr",6.09501278861297e-07,0.630897578518798,0.353,0.258,0.0128586484801368,"0","Cxadr"
"Purg",6.12072174661674e-07,0.184070332331854,0.603,0.487,0.0129128866688373,"0","Purg"
"Fbxl4",6.19842812906195e-07,0.337426017944397,0.335,0.232,0.013076823823882,"0","Fbxl4"
"Ccdc90b",6.22711457204365e-07,0.780107130195681,0.17,0.096,0.0131373436126405,"0","Ccdc90b"
"Camk1",6.33599225086388e-07,0.280398309176031,0.237,0.148,0.0133670428516475,"0","Camk1"
"Tor1aip2",6.35679169966791e-07,0.413329858656762,0.384,0.277,0.0134109234487894,"0","Tor1aip2"
"Lix1l",6.48759007338145e-07,0.40694336561501,0.163,0.09,0.0136868687778128,"0","Lix1l"
"Hdac2",6.51336662027093e-07,0.453064680663761,0.346,0.249,0.0137412495587856,"0","Hdac2"
"Tsc1",6.58861286869785e-07,0.192093907401,0.578,0.463,0.0138999965690918,"0","Tsc1"
"Arhgef15",6.59515050494893e-07,0.971817891410729,0.103,0.048,0.0139137890202908,"0","Arhgef15"
"Smg6",6.63071149918596e-07,0.155020444381101,0.808,0.696,0.0139888120498326,"0","Smg6"
"Psmb7",6.67861825038424e-07,0.395148300803808,0.308,0.212,0.0140898809228356,"0","Psmb7"
"Tmem246",6.7594794147598e-07,0.596635452373705,0.21,0.129,0.0142604737213188,"0","Tmem246"
"Cdh2",6.83617371923628e-07,0.202257465118212,0.842,0.709,0.0144222756954728,"0","Cdh2"
"Slc18a2",6.94407889869269e-07,3.13266190232852,0.036,0.009,0.014649923252572,"0","Slc18a2"
"Rnf215",7.02739061108542e-07,0.619496015835087,0.136,0.071,0.0148256859722069,"0","Rnf215"
"Zfp385a",7.03751888849895e-07,0.616752826780575,0.201,0.122,0.0148470535990662,"0","Zfp385a"
"Tra2a",7.0635421812062e-07,0.188682059949553,0.77,0.661,0.0149019549396907,"0","Tra2a"
"Lemd3",7.0729897481339e-07,0.273127666956044,0.417,0.312,0.0149218864716381,"0","Lemd3"
"Pcbp4",7.08577551829701e-07,0.149002311828883,0.241,0.151,0.0149488606109512,"0","Pcbp4"
"Fancc",7.12172831292592e-07,0.447007220082652,0.324,0.228,0.0150247102217798,"0","Fancc"
"Psma3",7.16816970845566e-07,0.257695056689108,0.556,0.451,0.0151226876339289,"0","Psma3"
"Adgrg1",7.17345992258543e-07,0.231874124268993,0.08,0.033,0.0151338483986785,"0","Adgrg1"
"Hcrtr1",7.18181033856525e-07,1.86541628215009,0.018,0.002,0.0151514652712711,"0","Hcrtr1"
"Zfp251",7.26663980795636e-07,0.507404993825043,0.237,0.151,0.0153304300028455,"0","Zfp251"
"Dach1",7.27349437822608e-07,0.371415185911362,0.344,0.23,0.0153448910897436,"0","Dach1"
"Wwp1",7.30354000395134e-07,0.123683386928674,0.547,0.426,0.0154082783463361,"0","Wwp1"
"Papola",7.31370530993856e-07,0.258056657411222,0.779,0.687,0.0154297240923774,"0","Papola"
"Ube2v2",7.33583987043525e-07,0.339114978150778,0.386,0.29,0.0154764213746572,"0","Ube2v2"
"Micos10",7.39681437226748e-07,0.335883567383247,0.306,0.208,0.0156050592811727,"0","Micos10"
"Fbxo21",7.39900823628433e-07,0.227169058222415,0.384,0.277,0.015609687676089,"0","Fbxo21"
"Dnm1",7.41711431067265e-07,0.284501771661674,0.645,0.525,0.0156478860612261,"0","Dnm1"
"Ppp4r2",7.5033665053511e-07,0.212207576772039,0.455,0.34,0.0158298523163392,"0","Ppp4r2"
"Col4a2",7.53150421386177e-07,0.394070531685475,0.353,0.254,0.0158892144399842,"0","Col4a2"
"Slc44a5",7.54831018851658e-07,0.373919637928331,0.462,0.353,0.0159246700047134,"0","Slc44a5"
"Acyp2",7.70074093607929e-07,0.103286128317368,0.652,0.512,0.0162462531528465,"0","Acyp2"
"Gldn",7.80985919187245e-07,2.09647531755512,0.056,0.019,0.0164764599370933,"0","Gldn"
"Pik3r3",7.97993466737948e-07,0.282420775241484,0.473,0.372,0.0168352681677705,"0","Pik3r3"
"Zmat3",8.07772554707765e-07,0.558971928382927,0.319,0.226,0.0170415775866697,"0","Zmat3"
"Cplx1",8.16260752084869e-07,0.821961700003713,0.257,0.171,0.0172206530867345,"0","Cplx1"
"Erc1",8.18775850360113e-07,0.243151647428488,0.77,0.631,0.0172737141150473,"0","Erc1"
"2610316D01Rik",8.19716315387971e-07,0.604715454974513,0.362,0.265,0.01729355510574,"0","2610316D01Rik"
"Catsper3",8.26839419334051e-07,1.48339827309488,0.056,0.019,0.0174438312296905,"0","Catsper3"
"Tubb3",8.46420172535156e-07,0.547450789430521,0.304,0.212,0.0178569263799742,"0","Tubb3"
"Ccdc92",8.65285252491393e-07,0.771698339350841,0.246,0.162,0.0182549229718109,"0","Ccdc92"
"Rev1",8.67160473483149e-07,0.171823482890664,0.674,0.548,0.018294484509074,"0","Rev1"
"Dach2",8.71323262035099e-07,0.558317478451704,0.076,0.03,0.0183823068591545,"0","Dach2"
"Kctd20",8.77645875248285e-07,0.40857995736443,0.223,0.138,0.0185156950301131,"0","Kctd20"
"Gas6",8.89699705494601e-07,0.353109245021772,0.384,0.285,0.0187699946868196,"0","Gas6"
"Sgce",8.90186577072525e-07,0.197829586695546,0.518,0.405,0.0187802662164991,"0","Sgce"
"Slc44a2",8.96026809667362e-07,0.439160864405889,0.237,0.152,0.0189034776035523,"0","Slc44a2"
"Nbr1",8.962026134487e-07,0.310070286386354,0.395,0.295,0.0189071865359272,"0","Nbr1"
"Foxp2",9.05656239794384e-07,1.27470289040449,0.357,0.271,0.0191066296909421,"0","Foxp2"
"Egfl6",9.06695247659235e-07,1.22885541593989,0.049,0.016,0.0191285496398669,"0","Egfl6"
"Selenom",9.06713114462734e-07,1.3140415133244,0.074,0.03,0.0191289265758203,"0","Selenom"
"Ncmap",9.09096728376651e-07,0.894149127225662,0.067,0.025,0.0191792136785622,"0","Ncmap"
"Haghl",9.15747291497594e-07,0.456426401096405,0.185,0.108,0.0193195206087247,"0","Haghl"
"Basp1",9.18374274602524e-07,0.17421134352206,0.641,0.519,0.0193749420712894,"0","Basp1"
"Pcgf5",9.23446468728914e-07,0.300940519328908,0.493,0.381,0.0194819501507739,"0","Pcgf5"
"Eif4e3",9.39399520397753e-07,0.5513510938835,0.326,0.235,0.0198185116818314,"0","Eif4e3"
"Cep135",9.4035746954441e-07,0.477571226670062,0.295,0.203,0.0198387215349784,"0","Cep135"
"Pcyt2",9.41787206842886e-07,0.163956578506397,0.304,0.205,0.0198688847027644,"0","Pcyt2"
"Tafa5",9.7745742387094e-07,0.2161908109206,0.67,0.539,0.0206214192714052,"0","Tafa5"
"Cdc123",9.82490336941015e-07,0.214226328487387,0.384,0.279,0.0207275986384446,"0","Cdc123"
"Srfbp1",9.85781344996088e-07,0.51412272294067,0.19,0.11,0.0207970290353825,"0","Srfbp1"
"Ep400",9.92928887448034e-07,0.105269423930304,0.643,0.521,0.0209478207384912,"0","Ep400"
"Hsf1",9.94381855156615e-07,0.314083478821062,0.259,0.17,0.0209784739982391,"0","Hsf1"
"Gm45708",1.0146954963677e-06,1.1162997545508,0.071,0.028,0.0214070308868693,"0","Gm45708"
"Bcr",1.03275108531301e-06,0.289402603850618,0.462,0.345,0.0217879496468485,"0","Bcr"
"Nova2",1.03339111422325e-06,0.385344564123521,0.513,0.416,0.0218014523367678,"0","Nova2"
"Mapk1ip1l",1.03695340717649e-06,0.203023182185912,0.391,0.279,0.0218766060312025,"0","Mapk1ip1l"
"Eef1g",1.03707867731892e-06,0.464196953163227,0.281,0.191,0.0218792488553972,"0","Eef1g"
"Trappc3",1.04169589894182e-06,0.566923103282463,0.241,0.154,0.0219766583799756,"0","Trappc3"
"Chadl",1.0524458310558e-06,1.37009475794171,0.071,0.029,0.0222034496977843,"0","Chadl"
"Mrpl1",1.06246857739127e-06,0.345061664739357,0.406,0.299,0.0224148995772237,"0","Mrpl1"
"Fat3",1.0774248510345e-06,0.239266263683632,0.886,0.728,0.0227304320822748,"0","Fat3"
"Galk2",1.09043274082177e-06,0.260920757136652,0.364,0.264,0.0230048595331169,"0","Galk2"
"Hspe1",1.09262635159624e-06,0.897057696881998,0.109,0.053,0.0230511381396258,"0","Hspe1"
"Limk2",1.09442129095212e-06,0.309912161488691,0.321,0.224,0.0230890059752169,"0","Limk2"
"Zgpat",1.09766254205818e-06,0.65501220410167,0.212,0.133,0.0231573866498014,"0","Zgpat"
"Smyd5",1.10158082497499e-06,0.741363199519162,0.147,0.08,0.0232400506644974,"0","Smyd5"
"Wdr60",1.10884166228072e-06,0.462730630625575,0.366,0.275,0.0233932325491363,"0","Wdr60"
"Sox11",1.11763891378315e-06,0.848773036216949,0.188,0.113,0.023578828164083,"0","Sox11"
"Usp10",1.12865053450277e-06,0.274819662455815,0.35,0.249,0.0238111403264049,"0","Usp10"
"Zc3h13",1.13262613934354e-06,0.244754701438368,0.621,0.516,0.0238950136617306,"0","Zc3h13"
"Wdr6",1.13295396251629e-06,1.13998649255376,0.112,0.055,0.0239019297472062,"0","Wdr6"
"Ptpn12",1.13740370086295e-06,0.256841407360927,0.589,0.468,0.0239958058771057,"0","Ptpn12"
"Wdr70",1.15828621156204e-06,0.208677148391172,0.549,0.433,0.0244363642053244,"0","Wdr70"
"Cpsf6",1.16321385692198e-06,0.114987192693634,0.734,0.607,0.0245403227394831,"0","Cpsf6"
"Trip11",1.16399773453395e-06,0.146339245760021,0.616,0.499,0.0245568602054628,"0","Trip11"
"Pold2",1.16709533294461e-06,1.9996148487611,0.04,0.011,0.0246222102391324,"0","Pold2"
"Bri3bp",1.17436406429527e-06,0.594215650808637,0.179,0.104,0.0247755586644373,"0","Bri3bp"
"Clip4",1.18991149463951e-06,0.356920685821938,0.433,0.316,0.0251035628024097,"0","Clip4"
"Scn3b",1.19509911246743e-06,0.668378228657085,0.283,0.196,0.0252130059757253,"0","Scn3b"
"Psmd7",1.19549754072099e-06,0.416823392015552,0.292,0.201,0.0252214116165908,"0","Psmd7"
"Comtd1",1.20929700639582e-06,0.996213087014746,0.042,0.012,0.0255125389439326,"0","Comtd1"
"Lpin1",1.21173751173358e-06,0.333551814149401,0.259,0.171,0.0255640262850432,"0","Lpin1"
"Hsd17b2",1.21380779720887e-06,1.84197122071665,0.016,0.002,0.0256077030977155,"0","Hsd17b2"
"Vps13b",1.22285174190678e-06,0.201597610799071,0.962,0.817,0.0257985031990074,"0","Vps13b"
"Plcxd2",1.23197971577092e-06,1.02138596776809,0.154,0.086,0.0259910760636191,"0","Plcxd2"
"Pura",1.254370092076e-06,0.152066559733037,0.493,0.386,0.0264634458325274,"0","Pura"
"Ralgapa1",1.25899418793818e-06,0.138635543933354,0.931,0.814,0.0265610003829317,"0","Ralgapa1"
"Glt8d1",1.26470489344031e-06,0.234139525905634,0.402,0.295,0.0266814791369103,"0","Glt8d1"
"Wdr7",1.26896269687623e-06,0.216296637058912,0.801,0.677,0.0267713060159979,"0","Wdr7"
"Gm32569",1.27192781547088e-06,1.87031002664123,0.038,0.01,0.0268338611229892,"0","Gm32569"
"Tekt5",1.27322770496884e-06,1.96158595645454,0.038,0.01,0.0268612848917275,"0","Tekt5"
"Morn2",1.29028993724051e-06,0.640994018783408,0.154,0.086,0.0272212468059631,"0","Morn2"
"Adat1",1.31330626249226e-06,0.508419589166608,0.234,0.152,0.0277068222197993,"0","Adat1"
"Cd83",1.31482349209358e-06,1.08459059675462,0.051,0.017,0.0277388312126982,"0","Cd83"
"Zfp961",1.32902752572254e-06,0.431227917216734,0.326,0.234,0.0280384937101683,"0","Zfp961"
"Gm33732",1.35854975743754e-06,4.23405078901697,0.011,0.001,0.0286613242326598,"0","Gm33732"
"Chrnb4",1.36222845036766e-06,4.76035539023373,0.011,0.001,0.0287389336174065,"0","Chrnb4"
"Gm5796",1.38450260461173e-06,3.46370240814857,0.011,0.001,0.0292088514494937,"0","Gm5796"
"Prdm2",1.38908869129578e-06,0.175861398585341,0.5,0.393,0.0293056041202672,"0","Prdm2"
"Fam193b",1.42886227958531e-06,0.141586857931017,0.558,0.445,0.0301447075124114,"0","Fam193b"
"Megf11",1.44981704879949e-06,0.560962719467699,0.196,0.118,0.0305867902785229,"0","Megf11"
"Gm14114",1.45046597324637e-06,1.53702454448386,0.029,0.006,0.0306004806375786,"0","Gm14114"
"Acads",1.51297751773134e-06,1.12320934304862,0.029,0.006,0.0319192866915781,"0","Acads"
"Plxna3",1.51916835521158e-06,0.990555901272496,0.094,0.043,0.0320498947898988,"0","Plxna3"
"Gls2",1.52037026900634e-06,0.847111249504594,0.179,0.107,0.0320752515652268,"0","Gls2"
"Cers5",1.5337970774029e-06,0.366360751478303,0.462,0.369,0.032358516941969,"0","Cers5"
"Hadhb",1.56793644093626e-06,0.356773772701203,0.248,0.163,0.0330787550944323,"0","Hadhb"
"Dpf3",1.57807107061513e-06,0.409012688097115,0.214,0.129,0.0332925653767673,"0","Dpf3"
"Fip1l1",1.5816259327628e-06,0.22339862825738,0.594,0.491,0.0333675623034967,"0","Fip1l1"
"Hibch",1.58201830971671e-06,0.156962701530876,0.266,0.172,0.0333758402800934,"0","Hibch"
"Arhgef10l",1.58319391542098e-06,0.179545836092789,0.286,0.189,0.0334006420336365,"0","Arhgef10l"
"Gm48914",1.59656378002022e-06,1.99251775932363,0.013,0.001,0.0336827060670865,"0","Gm48914"
"Ckap5",1.59800199399822e-06,0.129187824001095,0.688,0.568,0.0337130480673805,"0","Ckap5"
"Slc43a3",1.61496749850711e-06,1.76514916755091,0.013,0.001,0.0340709693160046,"0","Slc43a3"
"Usp7",1.63222130063327e-06,0.27673350254325,0.556,0.458,0.0344349727794602,"0","Usp7"
"Acbd3",1.64034585816079e-06,0.303939892687484,0.301,0.205,0.0346063765696181,"0","Acbd3"
"Gm3448",1.65195594114082e-06,0.91943683774171,0.147,0.082,0.0348513144902479,"0","Gm3448"
"Smim17",1.65215970299573e-06,1.11033224139112,0.114,0.057,0.034855613254101,"0","Smim17"
"Btbd1",1.65243853329463e-06,0.14158475405513,0.473,0.362,0.0348614957369168,"0","Btbd1"
"Atp5g1",1.69156021826721e-06,1.08428743187179,0.103,0.049,0.0356868459247834,"0","Atp5g1"
"Susd2",1.69962739919174e-06,2.46355640132641,0.027,0.006,0.0358570392407482,"0","Susd2"
"Tpm4",1.70479204641162e-06,0.229259898288099,0.078,0.032,0.035965997803146,"0","Tpm4"
"Zc3h6",1.70643857563233e-06,0.213907456353436,0.482,0.375,0.0360007346301153,"0","Zc3h6"
"Rusc1",1.71735386615024e-06,0.636315635847996,0.237,0.153,0.0362310145141716,"0","Rusc1"
"Kcnh6",1.7345882507453e-06,1.71369206297971,0.047,0.015,0.0365946083259737,"0","Kcnh6"
"Brd4",1.73963051687908e-06,0.219410177728044,0.699,0.593,0.036700985014598,"0","Brd4"
"Fign",1.75827517777411e-06,0.797781168542202,0.25,0.163,0.0370943314255003,"0","Fign"
"Aff4",1.76846551110117e-06,0.138372518730549,0.741,0.628,0.0373093168877014,"0","Aff4"
"Ahsa2",1.77089881573427e-06,0.645180922681644,0.174,0.103,0.0373606523155459,"0","Ahsa2"
"Npffr1",1.78591716158168e-06,2.32364420838389,0.033,0.009,0.0376774943578887,"0","Npffr1"
"Sf3b2",1.7948559503844e-06,0.316086018903335,0.42,0.32,0.0378660759852598,"0","Sf3b2"
"Nup210",1.83954001062581e-06,0.636946349625352,0.328,0.238,0.0388087756041727,"0","Nup210"
"Larp1",1.84323461542428e-06,0.249163499267686,0.491,0.39,0.0388867206816061,"0","Larp1"
"Aco2",1.85609392405001e-06,0.230408800190528,0.48,0.376,0.0391580135156831,"0","Aco2"
"Bend4",1.87030361528047e-06,0.762639698487364,0.147,0.08,0.0394577953715721,"0","Bend4"
"Acvr2b",1.87305453700687e-06,0.347592215883141,0.194,0.117,0.039515831567234,"0","Acvr2b"
"Gm3173",1.87830118254461e-06,2.24971116752452,0.033,0.009,0.0396265200481437,"0","Gm3173"
"Tmx1",1.8809435391124e-06,0.323391832245653,0.183,0.108,0.0396822658446543,"0","Tmx1"
"Dpyd",1.89307751547103e-06,0.219976913025179,0.493,0.357,0.0399382563438923,"0","Dpyd"
"Rcor3",1.90567234563512e-06,0.275000232920949,0.444,0.345,0.0402039694758642,"0","Rcor3"
"Cdc42",1.92661766873353e-06,0.122060985007518,0.576,0.461,0.0406458529572712,"0","Cdc42"
"Eif2s3y",1.9506734531087e-06,0.17671017817463,0.594,0.483,0.0411533578402342,"0","Eif2s3y"
"Prkar1a",1.97179301227758e-06,0.208876803533783,0.375,0.272,0.04159891718002,"0","Prkar1a"
"Grem2",1.97817051846764e-06,0.368985223012643,0.223,0.139,0.0417334634281117,"0","Grem2"
"Ufd1",1.99686924690356e-06,0.229125928339882,0.333,0.235,0.0421279505019244,"0","Ufd1"
"Kcnd3",2.02201669595255e-06,0.345242176053385,0.647,0.527,0.042658486234511,"0","Kcnd3"
"Kif21a",2.03282884279858e-06,0.118542315430569,0.864,0.74,0.0428865900965217,"0","Kif21a"
"Nek4",2.03530609545102e-06,0.564294908128807,0.246,0.162,0.0429388526957302,"0","Nek4"
"Ociad1",2.04389428747196e-06,0.155589722099752,0.415,0.306,0.043120037782796,"0","Ociad1"
"Smad5",2.04736345542382e-06,0.193099805461241,0.17,0.097,0.0431932268190764,"0","Smad5"
"Iqce",2.04997378431056e-06,0.401550474670948,0.375,0.285,0.0432482969275998,"0","Iqce"
"Zfp219",2.0526622810668e-06,0.387713881460086,0.127,0.065,0.0433050161436663,"0","Zfp219"
"Gm19744",2.09656604436301e-06,1.4612036686694,0.08,0.035,0.0442312538379264,"0","Gm19744"
"Izumo4",2.1085167968078e-06,0.433088531191235,0.21,0.132,0.0444833788622542,"0","Izumo4"
"Mtf2",2.11236962396221e-06,0.16607762016281,0.674,0.543,0.0445646619567308,"0","Mtf2"
"Cyp51",2.11888962876707e-06,0.462478180241929,0.321,0.232,0.0447022144980989,"0","Cyp51"
"Por",2.12102649498065e-06,0.335097263467531,0.248,0.165,0.0447472959646067,"0","Por"
"Ptpdc1",2.14433505229975e-06,0.269121794805671,0.299,0.205,0.0452390365983679,"0","Ptpdc1"
"Rtn3",2.16301906659634e-06,0.180409328738471,0.929,0.813,0.045633213247983,"0","Rtn3"
"Slc4a8",2.17695284507833e-06,0.408010941897854,0.373,0.275,0.0459271741726175,"0","Slc4a8"
"Faxc",2.18687484916214e-06,0.49129146715824,0.404,0.31,0.0461364986927737,"0","Faxc"
"Nop58",2.25016459909323e-06,0.450066214175528,0.304,0.212,0.0474717225470699,"0","Nop58"
"Stag1",2.25242464650777e-06,0.157969371936634,0.958,0.832,0.0475194027673744,"0","Stag1"
"Maged1",2.25578314226951e-06,0.72433923946145,0.228,0.15,0.0475902569524598,"0","Maged1"
"Trim7",2.25806323470607e-06,0.327350861909715,0.085,0.037,0.0476383600625939,"0","Trim7"
"Tomm40",2.25897685405115e-06,0.419415487653145,0.279,0.19,0.047657634689917,"0","Tomm40"
"Ehmt1",2.2666086770503e-06,0.103660051446219,0.772,0.64,0.0478186432597303,"0","Ehmt1"
"Prpf19",2.26743378415217e-06,0.676611246137431,0.179,0.107,0.0478360505442582,"0","Prpf19"
"Sarnp",2.27200829565555e-06,0.191348306304574,0.496,0.383,0.0479325590134452,"0","Sarnp"
"Selenov",2.27266992594809e-06,2.07896896796429,0.025,0.005,0.0479465174277269,"0","Selenov"
"Aspscr1",2.27457799541828e-06,0.482101981155672,0.165,0.094,0.0479867719693394,"0","Aspscr1"
"Pvalb",2.28319894014168e-06,1.71439822095821,0.045,0.014,0.0481686480401689,"0","Pvalb"
"Larp1b",2.28568870464935e-06,0.278769758669749,0.462,0.351,0.0482211746019874,"0","Larp1b"
"L3mbtl4",2.31074344769013e-06,1.34576968950943,0.136,0.075,0.0487497545159186,"0","L3mbtl4"
"Ppp1r13b",2.33320740887105e-06,0.193748887755144,0.607,0.492,0.0492236767049525,"0","Ppp1r13b"
"Ero1l",2.34460718608394e-06,0.393145964613906,0.328,0.231,0.0494641778048128,"0","Ero1l"
"Copa",2.39206603977874e-06,0.170110177685582,0.542,0.429,0.050465417241212,"0","Copa"
