"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"4930426D05Rik",0.000221770312782274,3.25233917411779,0.016,0.003,1,"6","4930426D05Rik"
"Tnfrsf212",0.000222837918503347,0.464831581894184,0.29,0.211,1,"6","Tnfrsf21"
"B3galnt22",0.000223003178299486,0.376917523963909,0.36,0.275,1,"6","B3galnt2"
"Tube1",0.000224755221871698,1.05425855064112,0.057,0.023,1,"6","Tube1"
"Coro73",0.000225177958767299,0.301353223350208,0.366,0.277,1,"6","Coro7"
"Fam193b1",0.000226283998154413,0.147178695675569,0.557,0.449,1,"6","Fam193b"
"Rab3gap23",0.000230594233702294,0.247026701986696,0.554,0.466,1,"6","Rab3gap2"
"Eps15l12",0.000230798507635238,0.16721957217718,0.583,0.483,1,"6","Eps15l1"
"Nr2e1",0.000231842218303533,0.759151920876405,0.041,0.014,1,"6","Nr2e1"
"Cd471",0.000232267943149457,0.173991237256008,0.618,0.509,1,"6","Cd47"
"Glce2",0.00023886093830699,0.376903765591086,0.398,0.304,1,"6","Glce"
"Impa22",0.000241014144686854,0.604568560996894,0.115,0.062,1,"6","Impa2"
"Pex11",0.000241930018702686,0.346682794264874,0.318,0.234,1,"6","Pex1"
"Flot22",0.000246083420425522,0.413680097143605,0.261,0.182,1,"6","Flot2"
"Emc92",0.00024763784426712,0.869389259850572,0.118,0.065,1,"6","Emc9"
"Rab10os",0.000250735653333749,0.338013576266401,0.261,0.182,1,"6","Rab10os"
"Zfr24",0.000252474846328682,0.42545622149767,0.331,0.252,1,"6","Zfr2"
"Cs",0.000254516617867714,0.267946380653413,0.331,0.248,1,"6","Cs"
"Atad3a1",0.000255272439354236,0.473403022763952,0.255,0.179,1,"6","Atad3a"
"Lama5",0.000255378921334117,0.887198552133216,0.045,0.016,1,"6","Lama5"
"Prkra1",0.00025541842539664,0.368715966759529,0.105,0.055,1,"6","Prkra"
"Wnk32",0.000255509716569974,0.557031207354338,0.255,0.179,1,"6","Wnk3"
"Sike11",0.000257009893765731,0.16012138628081,0.197,0.125,1,"6","Sike1"
"Nup2104",0.000257343817097452,0.477039908970305,0.325,0.242,1,"6","Nup210"
"Trappc82",0.000259471547557102,0.134834192020244,0.58,0.483,1,"6","Trappc8"
"Mccc12",0.000260392220777617,0.290150209948407,0.376,0.297,1,"6","Mccc1"
"Zmym41",0.00026070710804473,0.135392679587875,0.783,0.689,1,"6","Zmym4"
"Slc29a21",0.000260983840639498,1.32410217082438,0.061,0.026,1,"6","Slc29a2"
"Glrx3",0.000262290848352298,0.267655123459583,0.306,0.223,1,"6","Glrx3"
"Lmbrd13",0.000264127525927736,0.221362107456506,0.589,0.499,1,"6","Lmbrd1"
"Bclaf1",0.000268989471548904,0.126198549809059,0.796,0.69,1,"6","Bclaf1"
"Prmt31",0.000269950206029491,0.23125934126,0.379,0.29,1,"6","Prmt3"
"Rgl2",0.000270989702395132,0.399813752361203,0.156,0.094,1,"6","Rgl2"
"Psma11",0.000275074068400377,0.484310842247526,0.245,0.171,1,"6","Psma1"
"Stk36",0.000279453257366227,0.888320964622597,0.045,0.016,1,"6","Stk36"
"Neb",0.000280842608352154,1.26049826259322,0.051,0.02,1,"6","Neb"
"Gm139441",0.000282961874692021,1.50495245075358,0.083,0.041,1,"6","Gm13944"
"Cbln22",0.000286014630024876,1.76111222429052,0.064,0.028,1,"6","Cbln2"
"Rbm281",0.000287299748725344,0.224595936113792,0.503,0.409,1,"6","Rbm28"
"Igf2r2",0.000288132390753819,0.359434276280314,0.264,0.19,1,"6","Igf2r"
"Tnfrsf12a",0.000289346335503715,4.10431351510185,0.01,0.001,1,"6","Tnfrsf12a"
"Spock12",0.000290330866824027,0.137048315717766,0.825,0.659,1,"6","Spock1"
"Rbm272",0.000291110120561731,0.127259788397999,0.404,0.31,1,"6","Rbm27"
"Fgfr1op",0.000291793762271613,0.49903999314362,0.299,0.225,1,"6","Fgfr1op"
"Cd160",0.000292387205292868,3.51883209230431,0.01,0.001,1,"6","Cd160"
"Got1l1",0.000292387205292868,3.43666031571024,0.01,0.001,1,"6","Got1l1"
"Olfr839-ps1",0.000292387205292868,3.44363353391766,0.01,0.001,1,"6","Olfr839-ps1"
"Slc1a62",0.000292973167868439,0.686567292982212,0.115,0.062,1,"6","Slc1a6"
"Tmem156",0.000293152086567839,3.4223283187825,0.01,0.001,1,"6","Tmem156"
"Gm34623",0.000293152086567839,3.79258968568805,0.01,0.001,1,"6","Gm34623"
"Cox6a2",0.000293918841824294,3.30844439198133,0.01,0.001,1,"6","Cox6a2"
"Gm34885",0.000293918841824294,2.70902747254843,0.01,0.001,1,"6","Gm34885"
"Malsu11",0.000295856770127098,0.473145880433752,0.268,0.195,1,"6","Malsu1"
"Dis3l3",0.000296201254592213,0.42864012779661,0.156,0.094,1,"6","Dis3l"
"Zkscan4",0.000296356290473249,1.11491682839147,0.032,0.01,1,"6","Zkscan4"
"Slc16a13",0.000297202109626467,1.00167266280883,0.048,0.018,1,"6","Slc16a13"
"Gm7030",0.000297780876544342,1.98260222480148,0.01,0.001,1,"6","Gm7030"
"Pank32",0.000298050240634221,0.433373505456212,0.264,0.188,1,"6","Pank3"
"BC030500",0.000298140170879901,3.18320983210055,0.019,0.004,1,"6","BC030500"
"Dnmt11",0.000299365055092622,0.47980139936217,0.201,0.131,1,"6","Dnmt1"
"Arhgap264",0.000299934559694586,0.193996132963823,0.854,0.708,1,"6","Arhgap26"
"Kif3a2",0.000300381176456239,0.20211417297608,0.532,0.44,1,"6","Kif3a"
"Cdca7l1",0.000301675309794069,1.1617325056284,0.048,0.018,1,"6","Cdca7l"
"Plppr33",0.000303124794811327,0.85923650887283,0.146,0.089,1,"6","Plppr3"
"D3Ertd751e2",0.000305556534077121,0.301880632298178,0.28,0.195,1,"6","D3Ertd751e"
"1700047A11Rik",0.000305702189969035,1.76696474758266,0.019,0.004,1,"6","1700047A11Rik"
"Ift140",0.000305805318650671,0.439859953691058,0.322,0.241,1,"6","Ift140"
"Lpin12",0.000309666603321905,0.24184670437884,0.255,0.174,1,"6","Lpin1"
"Pigu1",0.000311500090350445,0.226912795224255,0.373,0.292,1,"6","Pigu"
"Trak1",0.000311722564474999,0.110678827512142,0.554,0.456,1,"6","Trak1"
"Als22",0.000312903029086137,0.329028105784827,0.331,0.25,1,"6","Als2"
"Lrrc493",0.000315189648411769,0.179654449826813,0.605,0.504,1,"6","Lrrc49"
"Golgb12",0.000315756380796585,0.136345931931711,0.58,0.476,1,"6","Golgb1"
"Myh105",0.000316633005996937,0.253709567367127,0.646,0.547,1,"6","Myh10"
"Fam199x1",0.000317062548281627,0.609372967903243,0.175,0.112,1,"6","Fam199x"
"Tfcp22",0.000323058943277104,0.248677597461491,0.303,0.222,1,"6","Tfcp2"
"Gm270082",0.00032464660328186,1.1251391648821,0.118,0.067,1,"6","Gm27008"
"Tulp3",0.000327657516299068,0.182260052121557,0.366,0.277,1,"6","Tulp3"
"Mfap32",0.000330315093425224,0.264130375570531,0.331,0.251,1,"6","Mfap3"
"Tmlhe2",0.00033215409974971,0.171977423981361,0.296,0.211,1,"6","Tmlhe"
"Dexi1",0.000332911845654406,0.41751288755955,0.29,0.21,1,"6","Dexi"
"Tstd31",0.000333359414937993,1.22198354132675,0.076,0.036,1,"6","Tstd3"
"Cul4a2",0.000334773824250564,0.165502941338181,0.433,0.341,1,"6","Cul4a"
"Insyn2a1",0.000344404480835998,0.70928992561154,0.153,0.093,1,"6","Insyn2a"
"Sox5os4",0.000346790263720393,1.72752450406156,0.045,0.017,1,"6","Sox5os4"
"Etnk11",0.000347185601235887,0.14328613486685,0.838,0.717,1,"6","Etnk1"
"Zfp522",0.000347970806613759,0.747112174996919,0.127,0.073,1,"6","Zfp52"
"Bod1l1",0.000348794765101705,0.158200085513578,0.535,0.439,1,"6","Bod1l"
"Plaa3",0.000350062153208979,0.206296186350288,0.379,0.288,1,"6","Plaa"
"Usp401",0.000352910736303048,0.108238517112364,0.525,0.424,1,"6","Usp40"
"Ahsa1",0.000354952200581115,0.812197516113084,0.092,0.047,1,"6","Ahsa1"
"Dsc21",0.000361591524363887,1.79752951911278,0.038,0.013,1,"6","Dsc2"
"Triqk2",0.000364855851084141,0.627552189494515,0.124,0.07,1,"6","Triqk"
"Ilf32",0.000366309474028529,0.190534170925741,0.414,0.322,1,"6","Ilf3"
"Timm92",0.000367274063171785,0.317845403412181,0.424,0.343,1,"6","Timm9"
"Mcrip1",0.000369862401731461,0.557056918893899,0.121,0.069,1,"6","Mcrip1"
"Sfta3-ps1",0.000373080336534857,1.69057952909967,0.045,0.017,1,"6","Sfta3-ps"
"Cep2904",0.000374413494954083,0.304895831523682,0.43,0.339,1,"6","Cep290"
"Rnasel",0.000374792734695381,0.969415198174094,0.064,0.028,1,"6","Rnasel"
"Ccdc1742",0.000376023018436538,0.341935858400483,0.303,0.224,1,"6","Ccdc174"
"Pnck1",0.000378012238822287,1.10288963762818,0.096,0.05,1,"6","Pnck"
"Frg12",0.000379409788439167,0.291003569070474,0.261,0.182,1,"6","Frg1"
"Mterf23",0.000381929278754894,0.640382708738378,0.146,0.088,1,"6","Mterf2"
"Sos11",0.00038225327285391,0.143590258396783,0.586,0.495,1,"6","Sos1"
"Pcdh173",0.000384119527757393,0.250233480605313,0.561,0.442,1,"6","Pcdh17"
"Rnf411",0.000388613258979082,0.374700432940008,0.239,0.166,1,"6","Rnf41"
"Fam92a3",0.000391787761966864,0.35357809470586,0.309,0.228,1,"6","Fam92a"
"Tmem912",0.000392485412714812,0.698666845875396,0.197,0.13,1,"6","Tmem91"
"Slc5a6",0.000394516152940392,0.809476455760391,0.067,0.03,1,"6","Slc5a6"
"Ext22",0.000395760906520556,0.205472072118341,0.484,0.397,1,"6","Ext2"
"Stt3a2",0.000395912726039174,0.253890478962939,0.264,0.187,1,"6","Stt3a"
"Hps52",0.000397680681356631,0.528957691983398,0.271,0.197,1,"6","Hps5"
"Gpsm11",0.000397726525692362,0.399134450646615,0.182,0.117,1,"6","Gpsm1"
"Cpne32",0.000398388647407069,0.215888514601841,0.239,0.162,1,"6","Cpne3"
"Cox6c1",0.000402294914713801,0.513141947589123,0.175,0.113,1,"6","Cox6c"
"Sirt42",0.000404011891149573,0.521801312578729,0.178,0.114,1,"6","Sirt4"
"Cenpa",0.000405464940768339,0.899964728273376,0.025,0.007,1,"6","Cenpa"
"Rmdn32",0.000405754407268529,0.563119176363461,0.223,0.155,1,"6","Rmdn3"
"Neil1",0.00040720919602309,0.653705155652698,0.102,0.054,1,"6","Neil1"
"Gm343541",0.000407338871713424,1.55985344487766,0.083,0.042,1,"6","Gm34354"
"Map23",0.000408200762498584,0.156952936620556,0.962,0.821,1,"6","Map2"
"Trim172",0.000409637533058799,0.587494811473653,0.131,0.075,1,"6","Trim17"
"Arfgef1",0.000412026488122977,0.111159017861562,0.748,0.644,1,"6","Arfgef1"
"Scamp51",0.000413113481342187,0.102358812061418,0.379,0.293,1,"6","Scamp5"
"Rimkla2",0.000413305355231411,0.627351725998168,0.169,0.106,1,"6","Rimkla"
"Ppargc1b3",0.000414461924491164,0.375073911126583,0.455,0.366,1,"6","Ppargc1b"
"Parp11",0.000415347917032023,0.442942597726713,0.21,0.142,1,"6","Parp11"
"Mdh12",0.000416496138753514,0.392169186846956,0.318,0.239,1,"6","Mdh1"
"Tnrc18",0.000418097517072095,0.181649163697167,0.532,0.449,1,"6","Tnrc18"
"Gm158791",0.000418402314287549,1.22481288091592,0.064,0.028,1,"6","Gm15879"
"Nxpe31",0.000419982385308294,0.240585043625909,0.29,0.214,1,"6","Nxpe3"
"Mccc22",0.000425796904808918,0.245481881784108,0.404,0.331,1,"6","Mccc2"
"Mrm31",0.000427183241522619,1.0554539345966,0.092,0.048,1,"6","Mrm3"
"Dcaf52",0.000428676624719022,0.160463532373885,0.605,0.484,1,"6","Dcaf5"
"Cox102",0.000429245755714955,0.330250251348138,0.363,0.285,1,"6","Cox10"
"Myo5a4",0.000431224250888476,0.147036648126728,0.901,0.742,1,"6","Myo5a"
"Nnmt",0.00043324559698687,2.70314842578273,0.016,0.003,1,"6","Nnmt"
"Reep5",0.000434298389552639,0.158892200591032,0.322,0.239,1,"6","Reep5"
"Pgm11",0.000436244381324915,0.181940460831485,0.239,0.162,1,"6","Pgm1"
"BC0056241",0.000437977923690339,0.400560948441277,0.201,0.133,1,"6","BC005624"
"2700097O09Rik2",0.000439988343596259,0.273682185244917,0.347,0.266,1,"6","2700097O09Rik"
"Timm442",0.000440589386321763,0.280140806275358,0.427,0.347,1,"6","Timm44"
"Aldh3a22",0.000441818996850389,0.589096811873672,0.146,0.089,1,"6","Aldh3a2"
"Arih12",0.000442673525643763,0.130582164450786,0.841,0.729,1,"6","Arih1"
"F2rl2",0.000443277355565133,2.48379838139362,0.016,0.003,1,"6","F2rl2"
"Rsad11",0.00044508807843599,0.782884681958672,0.105,0.057,1,"6","Rsad1"
"B230312C02Rik1",0.000446156308268547,2.53918322722938,0.022,0.006,1,"6","B230312C02Rik"
"Nfxl11",0.000446921240618425,0.26517232404295,0.252,0.176,1,"6","Nfxl1"
"Rpe1",0.0004536744147418,0.391830615422085,0.252,0.179,1,"6","Rpe"
"Nfrkb1",0.000455963948245222,0.207941283289298,0.354,0.271,1,"6","Nfrkb"
"Cd99l23",0.000456738970192604,0.28824349074883,0.357,0.275,1,"6","Cd99l2"
"Sp43",0.000460889074085917,0.118615621235415,0.487,0.39,1,"6","Sp4"
"Plxna11",0.000461163332081888,0.499397115065062,0.185,0.12,1,"6","Plxna1"
"Cracr2a2",0.000461896563114827,0.797101537286972,0.131,0.076,1,"6","Cracr2a"
"Rab182",0.000462364067899107,0.315806986840052,0.293,0.214,1,"6","Rab18"
"Cyb5r42",0.000465715734383791,0.246791593845569,0.379,0.293,1,"6","Cyb5r4"
"Tle21",0.000467419074682605,0.46874471725424,0.146,0.088,1,"6","Tle2"
"Gfod22",0.000468774307810186,0.589379417709042,0.248,0.178,1,"6","Gfod2"
"Armc82",0.000471495696790842,0.15927244017156,0.611,0.51,1,"6","Armc8"
"Cln8",0.000473782836295678,0.691107840825637,0.07,0.033,1,"6","Cln8"
"Ubp11",0.000476760544921377,0.193506247040402,0.5,0.417,1,"6","Ubp1"
"Ywhag3",0.000477807918898418,0.239269594775894,0.414,0.326,1,"6","Ywhag"
"Sec61b",0.000481708611132223,1.22988557690129,0.038,0.013,1,"6","Sec61b"
"Ankrd172",0.000485782615227118,0.104860432094557,0.908,0.799,1,"6","Ankrd17"
"A430105J06Rik1",0.000486739535407002,0.787076341819005,0.048,0.019,1,"6","A430105J06Rik"
"Taf1b4",0.000486952697020339,0.276548903289016,0.497,0.42,1,"6","Taf1b"
"Plxna23",0.000487217847805298,0.137428410850128,0.761,0.636,1,"6","Plxna2"
"Srpx21",0.000488282262218116,1.79514309009943,0.032,0.01,1,"6","Srpx2"
"Mtif21",0.000489916519453011,0.314221091085622,0.373,0.291,1,"6","Mtif2"
"Glmn2",0.000496352181624322,0.189573008810374,0.424,0.333,1,"6","Glmn"
"Rif11",0.000496753487958504,0.101276143989871,0.414,0.322,1,"6","Rif1"
"Nyap13",0.000503080976119522,0.85687562306282,0.169,0.108,1,"6","Nyap1"
"Has2",0.000512566865478242,2.2336766568076,0.013,0.002,1,"6","Has2"
"Pde6c",0.000513554248059013,2.21732600818169,0.013,0.002,1,"6","Pde6c"
"Gm408414",0.00051750560161893,0.182806375233825,0.532,0.429,1,"6","Gm40841"
"Gm365361",0.000518517810297421,2.74197697999077,0.013,0.002,1,"6","Gm36536"
"Ubb",0.000520437925632839,0.263802754852164,0.124,0.071,1,"6","Ubb"
"Gm4211",0.00052157585522747,1.74112374175091,0.029,0.009,1,"6","Gm4211"
"Zfp8463",0.000526320272810937,0.553721676951034,0.258,0.19,1,"6","Zfp846"
"Spg112",0.000529427160468797,0.205476657849064,0.318,0.24,1,"6","Spg11"
"Rnf342",0.000533736276926053,0.435192428818097,0.242,0.171,1,"6","Rnf34"
"Gssos1",0.000539103081864456,1.59162101361194,0.025,0.007,1,"6","Gssos1"
"Vash21",0.000543108455667737,1.18758378167317,0.051,0.021,1,"6","Vash2"
"Svip1",0.000550568957265127,0.43375502391332,0.153,0.095,1,"6","Svip"
"Itgad1",0.000550590013620581,0.878156078539523,0.025,0.007,1,"6","Itgad"
"Prss23",0.000551029280600551,1.35742898191838,0.029,0.009,1,"6","Prss23"
"Auh3",0.000561844601473956,0.164230918283334,0.471,0.379,1,"6","Auh"
"Ncoa73",0.000562774773447069,0.187275897282792,0.713,0.611,1,"6","Ncoa7"
"Smyd43",0.000563540307050686,0.35017131332426,0.21,0.143,1,"6","Smyd4"
"Ankfy1",0.000573335312003304,0.12097259449513,0.506,0.421,1,"6","Ankfy1"
"Anapc111",0.000574145329101247,0.285763239254835,0.121,0.068,1,"6","Anapc11"
"Ctps22",0.000580734412219406,0.278793427826438,0.417,0.338,1,"6","Ctps2"
"Rhot11",0.000589428548320445,0.113691971306682,0.497,0.409,1,"6","Rhot1"
"Arhgap4",0.000590509353784542,0.716558765656132,0.064,0.029,1,"6","Arhgap4"
"Sept32",0.000593939210470814,0.429020763120953,0.392,0.319,1,"6","Sept3"
"Ist11",0.000594347530442,0.212372142327199,0.366,0.288,1,"6","Ist1"
"Igsf10",0.00060149969903102,0.957053540023339,0.035,0.012,1,"6","Igsf10"
"Pnldc11",0.000602707370722643,0.752043363915993,0.089,0.046,1,"6","Pnldc1"
"Gm98012",0.000612738557755691,0.248155582696114,0.586,0.506,1,"6","Gm9801"
"Nalcn4",0.000613022827299516,0.206039324823606,0.885,0.744,1,"6","Nalcn"
"Slc25a402",0.00061551363301981,0.530227613684409,0.217,0.15,1,"6","Slc25a40"
"Fbxo35",0.000617096357855012,0.182174735534987,0.452,0.366,1,"6","Fbxo3"
"Chordc12",0.000619911762042415,0.287895770858136,0.373,0.297,1,"6","Chordc1"
"Pcyt1a",0.000629585770594865,0.32377237870913,0.242,0.171,1,"6","Pcyt1a"
"Dhrs132",0.00063125247115178,0.738198761987026,0.057,0.025,1,"6","Dhrs13"
"Kdm5a2",0.000633557712010902,0.115587992032088,0.564,0.469,1,"6","Kdm5a"
"Nelfb1",0.000636702224988631,0.648221907841447,0.137,0.083,1,"6","Nelfb"
"Nbr12",0.000638483370586436,0.184798833070842,0.379,0.3,1,"6","Nbr1"
"Araf1",0.000639967327356351,0.211898467210503,0.401,0.32,1,"6","Araf"
"Atp5h",0.000640199581649889,0.599652710707031,0.124,0.072,1,"6","Atp5h"
"Dhx361",0.000640681648277136,0.11490870908221,0.564,0.474,1,"6","Dhx36"
"Zfr",0.000643362555542913,0.137259148178538,0.866,0.739,1,"6","Zfr"
"Qars1",0.000653775722563278,0.69816356057947,0.105,0.059,1,"6","Qars"
"Ppp1r15b",0.000655506758772942,0.478065181649962,0.07,0.033,1,"6","Ppp1r15b"
"Casp31",0.000656380458376878,0.622155396282258,0.083,0.042,1,"6","Casp3"
"Gkap11",0.000658339087522315,0.129668786684191,0.328,0.242,1,"6","Gkap1"
"Supt161",0.000659883204961775,0.131856853611838,0.382,0.297,1,"6","Supt16"
"Etv6",0.000663396662518292,0.151621016800275,0.471,0.394,1,"6","Etv6"
"Ube2w3",0.000664711519895102,0.19842639746962,0.653,0.569,1,"6","Ube2w"
"Uggt12",0.00066516095276507,0.100896837351351,0.487,0.407,1,"6","Uggt1"
"Gtf2ird12",0.000666154137184342,0.209020074802788,0.475,0.381,1,"6","Gtf2ird1"
"Morf4l11",0.000667659992238728,0.110963479680636,0.519,0.422,1,"6","Morf4l1"
"Vat11",0.000677140611932158,1.06766676883621,0.032,0.01,1,"6","Vat1"
"Mitf1",0.000677696963549853,0.124736686586591,0.433,0.349,1,"6","Mitf"
"Dync1i23",0.000679430323295996,0.151219974379969,0.764,0.641,1,"6","Dync1i2"
"Exosc7",0.000679849840791048,0.489210766116191,0.207,0.141,1,"6","Exosc7"
"Adat13",0.000683547378466391,0.340520025763063,0.223,0.155,1,"6","Adat1"
"Senp72",0.000685917589818074,0.130475939641053,0.713,0.609,1,"6","Senp7"
"Mospd1",0.00068642493656454,0.191703324688508,0.134,0.079,1,"6","Mospd1"
"Nat8l2",0.000686800676002469,0.535906476278145,0.166,0.106,1,"6","Nat8l"
"Ilf21",0.000688921545744325,0.295275188043002,0.35,0.268,1,"6","Ilf2"
"Zfp518a1",0.000689181624907773,0.189072965836117,0.121,0.069,1,"6","Zfp518a"
"Psmd121",0.000692268608589809,0.416207483320137,0.226,0.158,1,"6","Psmd12"
"Rcc1l3",0.000693658242162797,0.735255624696648,0.15,0.094,1,"6","Rcc1l"
"Spag41",0.000696235795391398,1.98799711707384,0.029,0.009,1,"6","Spag4"
"Gbf12",0.000703445661221496,0.139331950779823,0.723,0.631,1,"6","Gbf1"
"Syp4",0.000703802958140813,0.282894471992443,0.455,0.369,1,"6","Syp"
"Ptprn4",0.000708263446063068,0.410679506126314,0.436,0.369,1,"6","Ptprn"
"Coprs1",0.00072177238438928,1.15453719361703,0.067,0.031,1,"6","Coprs"
"Tmsb15b2",0.000722510016788781,1.33535744650806,0.048,0.019,1,"6","Tmsb15b2"
"Fam111a1",0.00072462683429037,1.08473458541366,0.038,0.014,1,"6","Fam111a"
"Cadm12",0.000730703947576193,0.153679034781053,0.952,0.857,1,"6","Cadm1"
"Colgalt12",0.000731927998088356,0.398901480649696,0.287,0.213,1,"6","Colgalt1"
"Mtmr91",0.000737408803135553,0.443860728268864,0.188,0.125,1,"6","Mtmr9"
"Npat",0.000738717125967248,0.107691305768024,0.395,0.311,1,"6","Npat"
"Cd164l21",0.000740833595623503,1.55613032211614,0.029,0.009,1,"6","Cd164l2"
"Plekhb21",0.000741967875418136,0.475283503654738,0.242,0.172,1,"6","Plekhb2"
"Tpr2",0.000748662329580743,0.135169143419286,0.564,0.484,1,"6","Tpr"
"Hspa4l2",0.000756288852226064,0.206012337674751,0.487,0.394,1,"6","Hspa4l"
"Zdhhc26",0.000763093557443577,0.269212465055102,0.433,0.348,1,"6","Zdhhc2"
"Cbarp1",0.00076681674344843,0.80933592758252,0.175,0.116,1,"6","Cbarp"
"Pfkfb21",0.000767961781515718,0.306571405001432,0.29,0.213,1,"6","Pfkfb2"
"Cyp4f16",0.000769567923687766,0.598818120848658,0.057,0.025,1,"6","Cyp4f16"
"Ddx103",0.000770712945213271,0.153907462770277,0.567,0.474,1,"6","Ddx10"
"Sap1302",0.000771242312081613,0.242757437925692,0.455,0.38,1,"6","Sap130"
"Ttc41",0.000772072812118696,0.283009114772467,0.318,0.24,1,"6","Ttc4"
"Zfp248",0.000787102491636422,0.514562863053989,0.137,0.083,1,"6","Zfp248"
"Nrg23",0.000791996776671601,0.260637546826493,0.685,0.565,1,"6","Nrg2"
"Hira2",0.000796846117927152,0.235512192138083,0.573,0.493,1,"6","Hira"
"Mrps61",0.000803471148844686,0.341766219781306,0.194,0.13,1,"6","Mrps6"
"1700112J16Rik1",0.000813145196989179,1.84278448279207,0.032,0.011,1,"6","1700112J16Rik"
"Gm44020",0.000814500906394023,2.33317520923973,0.019,0.005,1,"6","Gm44020"
"Nemf1",0.000817239456169577,0.108409965074782,0.5,0.409,1,"6","Nemf"
"Tmem621",0.000817515411231165,0.398043797596145,0.236,0.168,1,"6","Tmem62"
"9530036O11Rik2",0.000826952556036311,0.884283528910927,0.178,0.12,1,"6","9530036O11Rik"
"Hspa81",0.00083968470070081,0.374642144813796,0.277,0.202,1,"6","Hspa8"
"Ankrd34b2",0.000841076728967119,1.65791386627903,0.064,0.03,1,"6","Ankrd34b"
"Cndp11",0.000841781460094417,1.53382408783219,0.019,0.005,1,"6","Cndp1"
"Eif2ak31",0.00085673300033785,0.286514300370422,0.287,0.216,1,"6","Eif2ak3"
"Pdcd101",0.000858375704035745,0.183856980210311,0.36,0.278,1,"6","Pdcd10"
"Rell22",0.00085946524013098,0.702320203170698,0.137,0.083,1,"6","Rell2"
"Tmem229b2",0.000862381630635625,0.843921105797286,0.188,0.129,1,"6","Tmem229b"
"Gm119062",0.000862771086874279,0.559703762063972,0.201,0.136,1,"6","Gm11906"
"Smarcal12",0.000867736575942078,0.261528867071543,0.261,0.187,1,"6","Smarcal1"
"Snapc12",0.00087059431676095,0.404608178682516,0.287,0.217,1,"6","Snapc1"
"Fam161b",0.000872505289278882,0.890104896200487,0.102,0.057,1,"6","Fam161b"
"Pnmal22",0.000873786227900414,0.698147000105442,0.143,0.09,1,"6","Pnmal2"
"Gm13563",0.000886469444459343,1.02483207276965,0.064,0.03,1,"6","Gm13563"
"Atp5c11",0.000890183915028662,0.170880070345493,0.417,0.335,1,"6","Atp5c1"
"Zfp84",0.000891204551653002,0.726089821621478,0.083,0.043,1,"6","Zfp84"
"Shoc22",0.000891543441512084,0.177068554812268,0.376,0.299,1,"6","Shoc2"
"Cspp12",0.00091355798825704,0.152626443749528,0.748,0.655,1,"6","Cspp1"
"Zcchc42",0.000916797873852828,0.240307768933631,0.248,0.177,1,"6","Zcchc4"
"Eif3g",0.00091958651480267,1.07661839845928,0.054,0.024,1,"6","Eif3g"
"Nyap23",0.000921924379293003,0.910406142854991,0.707,0.607,1,"6","Nyap2"
"Gmcl14",0.000922026439059342,0.15882083176567,0.576,0.479,1,"6","Gmcl1"
"Pcdhb141",0.00093026663567536,0.968814792169574,0.105,0.059,1,"6","Pcdhb14"
"Idh21",0.000937685809245678,0.122719624874264,0.185,0.12,1,"6","Idh2"
"Tmem1271",0.000946997213696343,0.357601650093195,0.178,0.119,1,"6","Tmem127"
"Pnpt13",0.000947536090238837,0.338786631770969,0.357,0.285,1,"6","Pnpt1"
"Arid5a",0.000959073980972804,0.321859022878969,0.041,0.016,1,"6","Arid5a"
"Rpn21",0.00096093073101646,0.18097426865026,0.28,0.205,1,"6","Rpn2"
"Ppp3r2",0.000962844432673048,2.03575093489432,0.022,0.006,1,"6","Ppp3r2"
"Tbce2",0.000966440617547519,0.133290722484368,0.532,0.429,1,"6","Tbce"
"Ttc9",0.000967355552135641,0.373451252383077,0.124,0.073,1,"6","Ttc9"
"Samm501",0.000967391983199329,0.488002535821004,0.22,0.155,1,"6","Samm50"
"Ccdc184",0.000968167930502903,1.52389323179949,0.029,0.009,1,"6","Ccdc184"
"Pnma21",0.000973357997396099,1.06701750878832,0.134,0.084,1,"6","Pnma2"
"Itpkc",0.000976290757317742,1.12615925542006,0.073,0.037,1,"6","Itpkc"
"Csdc21",0.000976358207085633,0.567469175265647,0.115,0.066,1,"6","Csdc2"
"Hars22",0.000981835812500661,0.379761719703715,0.194,0.132,1,"6","Hars2"
"Smyd22",0.000983060013764534,0.493738875250226,0.232,0.166,1,"6","Smyd2"
"Sacs2",0.000983493907475084,0.323346690339403,0.478,0.409,1,"6","Sacs"
"Mdm11",0.000987222362852163,0.673662413495567,0.099,0.055,1,"6","Mdm1"
"Exoc11",0.000989725613723797,0.109833674892038,0.427,0.34,1,"6","Exoc1"
"Gm44691",0.000992489521578513,3.66928934773909,0.01,0.001,1,"6","Gm44691"
"Gm14403",0.000992790385809195,0.887304452394591,0.045,0.018,1,"6","Gm14403"
"Gm12408",0.000999204474779868,3.3625204305382,0.01,0.001,1,"6","Gm12408"
"Dcp1a1",0.00100245450388289,0.20327652616716,0.357,0.282,1,"6","Dcp1a"
"Lta4h",0.00100320584255147,0.183263240049552,0.245,0.176,1,"6","Lta4h"
"Arl13a",0.00100370445027425,3.30862228082954,0.01,0.001,1,"6","Arl13a"
"Snx22",0.00101072716669934,0.134221903333382,0.389,0.311,1,"6","Snx2"
"Samd141",0.00101525078694245,1.09189987361912,0.067,0.032,1,"6","Samd14"
"Nceh13",0.00101584773394292,0.285434112036794,0.398,0.319,1,"6","Nceh1"
