"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2"
"1700123O20Rik",0.505,0.00379027052227432,0.01,0.359881395116942,0.018,0.009
"Cdkn3",0.505,0.00742518007834677,0.01,1.31211589055156,0.013,0.004
"Gm45645",0.505,0.0165105976425017,0.01,0.688156381219848,0.038,0.027
"Gm8281",0.505,0.0139142879057292,0.01,1.8536823277208,0.016,0.006
"Gm3164",0.505,0.0106241730742768,0.01,2.34194162121463,0.011,0.001
"Gm5796",0.505,0.0104287575426261,0.01,3.46370240814857,0.011,0.001
"Gm17509",0.505,0.0140863265095524,0.01,1.62750169785605,0.018,0.008
"Gm47914",0.505,0.0134211807758327,0.01,2.43574417188992,0.011,0.002
"Itga2",0.505,0.0103489420464205,0.01,1.43544412469533,0.013,0.004
"Gm48837",0.505,0.0132982820856532,0.01,2.53434180392079,0.013,0.003
"Gm47851",0.505,0.0129505518225991,0.01,2.16279786107901,0.013,0.004
"Gm47849",0.505,0.0132988196831258,0.01,0.872361749347979,0.022,0.012
"Cartpt",0.505,0.0130080555161167,0.01,1.89550426139895,0.016,0.005
"Gm9828",0.505,0.0176331343003351,0.01,0.373606427916368,0.062,0.054
"Gm3772",0.505,0.0194276435198134,0.01,2.0038623855172,0.016,0.006
"4930525G20Rik",0.505,0.0119615377164985,0.01,0.74955580074406,0.027,0.018
"Zfp85os",0.505,0.0134163967236275,0.01,0.532867438371315,0.036,0.027
"Zfp87",0.505,0.00647253476052453,0.01,0.277530215788503,0.038,0.029
"Zfp712",0.505,0.0123610356524432,0.01,0.471433968589549,0.036,0.026
"Gm19792",0.505,0.0121147457909454,0.01,1.64614356804768,0.016,0.006
"Gm26555",0.505,0.00395307112702892,0.01,0.444384617373595,0.02,0.011
"Nop16",0.505,0.013258216188857,0.01,1.01862174883578,0.025,0.014
"Nfil3",0.505,0.00998770063145495,0.01,0.598607726131211,0.027,0.017
"Gm48648",0.505,0.0137668076038451,0.01,1.60116505195925,0.013,0.004
"Gm49144",0.505,0.00913629008913031,0.01,1.54871611527331,0.013,0.004
"Vmn1r206",0.505,0.00820130529308943,0.01,2.83324240410563,0.011,0.001
"Gm47661",0.505,0.00944180690563911,0.01,1.1228311118556,0.018,0.009
"Pou6f2",0.505,0.227106341678187,0.01,0.69273017515755,0.225,0.224
"Tdrd9",0.505,0.0127547944731236,0.01,0.905196731351181,0.018,0.007
"3200001D21Rik",0.505,0.0110640787287906,0.01,1.27815847596099,0.016,0.006
"Gm47863",0.505,0.0105768057981277,0.01,1.2169113644711,0.016,0.006
"Fam161b",0.505,0.0126824251276826,0.01,0.261335383992121,0.069,0.059
"Plek2",0.505,0.00135996700169197,0.01,0.604619755100388,0.011,0.001
"Gm48653",0.505,0.0190823341966056,0.01,0.719043850600721,0.033,0.024
"Prps1l3",0.505,0.00151463723961663,0.01,0.325630961763425,0.016,0.006
"Gm48779",0.505,0.0155960010432621,0.01,2.8507241261433,0.011,0.002
"Gm40375",0.505,0.00906851783249277,0.01,1.13963005183889,0.018,0.008
"Gm31333",0.505,0.0196632186575629,0.01,0.505041595741159,0.058,0.049
"Cbx8",0.505,0.0120560346736987,0.01,0.86045774514577,0.025,0.016
"Lgals3bp",0.505,0.00903331652911097,0.01,1.26437555990751,0.013,0.003
"Recql5os1",0.505,0.0107774066763275,0.01,2.44345372667595,0.011,0.002
"Gm11650",0.505,0.00986753276336803,0.01,2.08613240446257,0.011,0.002
"Serpinf1",0.505,0.00915109272612315,0.01,1.62333462653305,0.013,0.003
"Eif5a",0.505,0.0187527256639869,0.01,0.513674499203947,0.047,0.038
"4931440F15Rik",0.505,0.017631650271931,0.01,1.0646214242962,0.029,0.018
"Gm12059",0.505,0.0158566410339582,0.01,2.38207420781384,0.013,0.004
"Tmem17",0.505,0.01357305248187,0.01,0.552315420306557,0.033,0.024
"Pkd1l1",0.505,0.0083401100157432,0.01,1.38799386458781,0.011,0.002
"Grip1os3",0.505,0.0177640307114102,0.01,0.804282677637161,0.029,0.02
"Caps2",0.505,0.00782933720972744,0.01,1.1603738411698,0.013,0.003
"Onecut3",0.505,0.0171181184378785,0.01,4.7632297535268,0.011,0.001
"Prtn3",0.505,0.0181334290269743,0.01,2.29007354581803,0.016,0.005
"Pfkl",0.505,0.0384355075936837,0.01,0.333541148977829,0.141,0.137
"Pofut2",0.505,0.00898458747359808,0.01,0.444092799264349,0.036,0.026
"A930033H14Rik",0.505,0.00673313694180202,0.01,0.413090246018563,0.027,0.016
"Gm31763",0.505,0.0129281895053811,0.01,0.679062846670984,0.029,0.02
"Hk1os",0.505,0.00934100043113462,0.01,0.716184984396325,0.022,0.013
"Gm47815",0.505,0.0120287459778691,0.01,1.59213946809151,0.016,0.006
"Gtf3c6",0.505,0.00963898986774334,0.01,0.429313724222263,0.033,0.023
"4930455C13Rik",0.505,0.0101021850132001,0.01,0.487162444171628,0.031,0.022
"Txlnb",0.505,0.00320018362576146,0.01,0.263482690988536,0.02,0.01
"Adgb",0.505,0.0074969170834111,0.01,0.346615790174232,0.022,0.013
"6430571L13Rik",0.505,0.010433496459374,0.01,0.889993459361067,0.022,0.012
"C430002N11Rik",0.505,0.0102961377986707,0.01,1.95861875765896,0.013,0.004
"Gm47409",0.505,0.00485947926034002,0.01,0.993481844205774,0.013,0.004
"4933433G15Rik",0.505,0.00792162518243567,0.01,0.47082766028023,0.025,0.015
"Khdc3",0.505,0.015143309380944,0.01,2.37503290489814,0.013,0.004
"Rps27l",0.505,0.00868963122120329,0.01,0.852239219619662,0.018,0.008
"Gm47270",0.505,0.00669112294762186,0.01,0.462006407119236,0.027,0.017
"Cd276",0.505,0.0207995986160611,0.01,0.395844857890987,0.071,0.062
"Ulk3",0.505,0.0123696331605627,0.01,0.335683517143186,0.047,0.037
"Chrnb4",0.505,0.032878799679362,0.01,4.76035539023373,0.011,0.001
"H2afx",0.505,0.0112565390735136,0.01,1.07019400209897,0.02,0.011
"Zfp599",0.505,0.00924787704609671,0.01,0.649684132230708,0.027,0.016
"Gm32710",0.505,0.0157356937731633,0.01,1.80927706164642,0.016,0.006
"Gm26994",0.505,0.0123406257638781,0.01,1.20456492730624,0.018,0.008
"Marveld3",0.505,0.00591295832157894,0.01,1.41297320994652,0.013,0.004
"Nqo1",0.505,0.0136302030580146,0.01,0.97970119765381,0.022,0.012
"Carmil2",0.505,0.0105048152447062,0.01,0.519173024304054,0.036,0.025
"Fbxw9",0.505,0.0167170991619328,0.01,0.457184702090013,0.054,0.045
"Gm45435",0.505,0.0133110749266911,0.01,1.11086216799875,0.02,0.009
"Fam129c",0.505,0.00713325719007227,0.01,0.638091329611514,0.02,0.01
"Cenpu",0.505,0.00636688391392377,0.01,0.337672710451267,0.036,0.026
"Gm6213",0.505,0.00780669688420732,0.01,1.51983730864534,0.013,0.004
"Gm15418",0.505,0.013618193164996,0.01,0.769112845599755,0.027,0.018
"Zfp747",0.505,0.012002664909255,0.01,2.26121655748539,0.013,0.003
"Smpd1",0.505,0.0115596444167746,0.01,0.398168822170359,0.036,0.025
"Olfr691",0.505,0.0160361933808527,0.01,1.33531703189092,0.022,0.012
"Rsf1os2",0.505,0.0082406764830049,0.01,0.341536058189611,0.036,0.025
"BC046251",0.505,0.0109989979632944,0.01,0.729789476464416,0.027,0.016
"Gm32031",0.505,0.00424277924031248,0.01,0.387184995120454,0.022,0.012
"Gm44646",0.505,0.0104234859380006,0.01,1.24860265170839,0.013,0.004
"Clec11a",0.505,0.00964547408896678,0.01,1.14054946699674,0.018,0.008
"Syne4",0.505,0.00909668283893193,0.01,0.828298839041832,0.022,0.011
"Map4k1",0.505,0.00542865148596443,0.01,0.542627033990667,0.018,0.008
"Cyp2s1",0.505,0.010687682601152,0.01,0.715841295604904,0.027,0.018
"Ethe1",0.505,0.0127014535268829,0.01,0.38537862590322,0.047,0.037
"Npas1",0.505,0.00574091979493708,0.01,0.269036760960398,0.029,0.018
"Tmem160",0.505,0.00774254725470193,0.01,0.835820598836993,0.018,0.008
"Zfp772",0.505,0.0114391901013195,0.01,0.502242969286494,0.036,0.026
"Zfp78",0.505,0.00681263018009211,0.01,0.393891423942556,0.029,0.019
"Sox5os4",0.505,0.0127359510786082,0.01,0.726026263990598,0.027,0.018
"Fxyd4",0.505,0.0147155468370232,0.01,1.34182342471466,0.02,0.01
"Fam221a",0.505,0.0150168372011328,0.01,1.38254635050948,0.018,0.008
"Gm16272",0.505,0.0114673072434346,0.01,1.10273422714963,0.018,0.008
"Kcp",0.505,0.0146577788584051,0.01,1.12661420961043,0.013,0.004
"Prrt4",0.505,0.0122349776221795,0.01,0.841423226638716,0.025,0.014
"Gm26597",0.505,0.0120154536989918,0.01,1.45619914497752,0.016,0.005
"B230303O12Rik",0.505,0.00445850968369737,0.01,0.318854422217281,0.025,0.016
"Gm15672",0.505,0.0149423525707922,0.01,0.949457393917678,0.029,0.019
"Alkbh4",0.505,0.00308246603252579,0.01,0.276368142699172,0.027,0.017
"Wbscr25",0.505,0.0124392511599364,0.01,1.71223456828545,0.016,0.006
"Myo1h",0.505,0.0150869863414074,0.01,1.95682503312437,0.016,0.005
"Gm9958",0.505,0.01118795902774,0.01,1.77312133171182,0.013,0.004
"4930432L08Rik",0.505,0.0108639160867121,0.01,2.40993356004853,0.011,0.002
"Uchl1os",0.505,0.014642731700732,0.01,0.462650013213521,0.047,0.036
"N4bp2os",0.505,0.00995008139660185,0.01,0.927353190076491,0.018,0.008
"Cckar",0.505,0.0131085960187687,0.01,5.02176493611811,0.011,0
"D5Ertd615e",0.505,0.0459583656758839,0.01,1.8291758733482,0.025,0.015
"Lyar",0.505,0.0151392154445149,0.01,0.466085037182054,0.042,0.033
"Cad",0.505,0.00551011792243136,0.01,0.40974805157984,0.027,0.016
"Shh",0.505,0.0175363099474124,0.01,1.89475384466311,0.016,0.005
"Gm43577",0.505,0.021167854164428,0.01,1.30939894733442,0.025,0.015
"Fndc10",0.505,0.0106618136952118,0.01,0.678328379036837,0.027,0.017
"Lrrc38",0.505,0.0180329073074264,0.01,1.1710384668902,0.018,0.007
"Tekt2",0.505,0.0155749683835563,0.01,2.17194194396578,0.013,0.004
"2610028E06Rik",0.505,0.0144429604628839,0.01,2.79547262340141,0.013,0.003
"Hpcal4",0.505,0.0235967683717747,0.01,0.311719621353999,0.105,0.098
"Orc1",0.505,0.00458656998019384,0.01,0.329631997470727,0.022,0.012
"Mroh7",0.505,0.00938705890001794,0.01,0.483829653187189,0.029,0.02
"Gm12526",0.505,0.0130771850584312,0.01,1.83787620427832,0.016,0.005
"Mrpl50",0.505,0.0113410593529045,0.01,0.381306490709227,0.038,0.028
"Gm12473",0.505,0.00894884748149766,0.01,0.91204706245352,0.02,0.011
"Smim8",0.505,0.00812389444132179,0.01,0.252824041247773,0.051,0.042
"Lyrm2",0.505,0.00637607958455479,0.01,0.282780539104847,0.033,0.024
"Gm11867",0.505,0.0152877879647528,0.01,0.767163764524936,0.031,0.022
"Gm43192",0.505,0.0130838560058505,0.01,0.794005998523643,0.027,0.016
"Gpr61",0.505,0.00757098773918842,0.01,0.305584134656663,0.04,0.031
"Ttf2",0.505,0.00589894828465932,0.01,0.676585818771272,0.016,0.006
"Pdzk1",0.505,0.00927376208910821,0.01,1.57559988476946,0.013,0.004
"4632404H12Rik",0.505,0.0228474796163672,0.01,0.521374357685391,0.06,0.051
"Pmf1",0.505,0.00645686381760893,0.01,0.635141986636674,0.018,0.009
"Arfip1",0.505,0.0104057510160809,0.01,0.832437878432133,0.02,0.01
"Gm37305",0.505,0.00759494426070775,0.01,0.48413370732596,0.027,0.016
"Gm37035",0.505,0.0135164457909644,0.01,2.12225883618105,0.013,0.003
"Gm43570",0.505,0.00883357121216978,0.01,0.92877186021604,0.018,0.009
"C230034O21Rik",0.505,0.021829375869401,0.01,1.11252224297234,0.029,0.019
"Mccc1os",0.505,0.00290525600687223,0.01,0.349902205040354,0.02,0.011
"Gm43140",0.505,0.0114044080755883,0.01,1.71030270831015,0.013,0.004
"1700112D23Rik",0.505,0.0243131318671771,0.01,0.359695667818739,0.083,0.075
"Gm37573",0.505,0.0148830634591284,0.01,0.891823403701375,0.029,0.019
"Gm14341",0.505,0.0111758912358021,0.01,2.64956274921141,0.011,0.002
"Srxn1",0.505,0.010329087942142,0.01,0.704552581719623,0.025,0.016
"Ncaph",0.505,0.00281615792493666,0.01,0.394237134398606,0.016,0.005
"Pla2g4b",0.505,0.015390823520276,0.01,1.19845720121636,0.02,0.01
"C130080G10Rik",0.505,0.0129353424145793,0.01,2.66529126511983,0.011,0.001
"Gjd2",0.505,0.0116095917999837,0.01,2.43119852355697,0.013,0.003
"Cdca7",0.505,0.0165389584457597,0.01,1.17086110066049,0.018,0.008
"Ak8",0.505,0.0130914960569038,0.01,0.398084192748328,0.042,0.032
"Suv39h2",0.505,0.0116653465659075,0.01,0.788457049996627,0.027,0.016
"Gm36992",0.505,0.0147666289094302,0.01,1.77657929553281,0.016,0.005
"4933439K11Rik",0.505,0.0117407304590525,0.01,1.15496477637129,0.018,0.007
"Gm16701",0.505,0.0123828415698922,0.01,0.375624249901507,0.056,0.045
"Pigc",0.505,0.00855334070636052,0.01,0.298202477305852,0.045,0.036
"Angptl1",0.505,0.00720634843266042,0.01,0.703619253937355,0.018,0.008
"Apobec4",0.505,0.00496762606272379,0.01,0.299197540704253,0.033,0.023
"5033417F24Rik",0.505,0.0108322916433836,0.01,1.1022327569184,0.02,0.01
"Gbx2",0.505,0.011670613897965,0.01,3.25307314468132,0.011,0.001
"Gmppa",0.505,0.0138259103127531,0.01,0.257146623952293,0.074,0.065
"Tfap2b",0.505,0.0108349111811847,0.01,1.66328282067883,0.011,0.001
"Tfap2d",0.505,0.0175795728397305,0.01,1.0993029746831,0.02,0.011
"4930444P10Rik",0.505,0.0212621806435278,0.01,0.483733669128518,0.056,0.047
"Sbspon",0.505,0.0194666005219798,0.01,1.50265609805747,0.018,0.007
"B530045E10Rik",0.495,0.00710192133056841,0.01,0.503328255297019,0.007,0.017
"Trpc5os",0.504,0.00962588363848946,0.00800000000000001,1.97768335746304,0.011,0.004
"Prps1",0.504,0.0167881818917945,0.00800000000000001,0.65895237797524,0.036,0.028
"Radx",0.504,0.00828784313999665,0.00800000000000001,1.1924369643092,0.013,0.004
"Armcx6",0.504,0.00731756448622131,0.00800000000000001,0.64890391195201,0.018,0.011
"Tspan6",0.504,0.00637299765162266,0.00800000000000001,0.71278321166172,0.018,0.01
"4930502E18Rik",0.504,0.0108197214843781,0.00800000000000001,2.63743935302462,0.011,0.003
"Rtl8b",0.504,0.00932446827867833,0.00800000000000001,1.13150878087158,0.013,0.005
"Igsf1",0.504,0.00391440531171197,0.00800000000000001,0.482056478180082,0.016,0.007
"Gm14820",0.504,0.00750085085722267,0.00800000000000001,1.42823167612937,0.011,0.003
"E330013P04Rik",0.504,0.009668466695393,0.00800000000000001,1.18018216115415,0.013,0.006
"6720468P15Rik",0.504,0.0114197980723288,0.00800000000000001,2.59628123956943,0.011,0.003
"Kazald1",0.504,0.0110518885051334,0.00800000000000001,1.91884682475146,0.011,0.004
"Gm35867",0.504,0.00457434785463665,0.00800000000000001,0.339983193011157,0.029,0.022
"Gm35554",0.504,0.0104158720232658,0.00800000000000001,1.74546922405992,0.011,0.003
"Zfpl1",0.504,0.00806847691884963,0.00800000000000001,0.336620056938592,0.036,0.028
"Pold4",0.504,0.00704747901518926,0.00800000000000001,0.501794035558716,0.022,0.015
"Lvrn",0.504,0.00790159315570384,0.00800000000000001,1.57203810003893,0.011,0.003
"Gm4013",0.504,0.00474477316566226,0.00800000000000001,0.708549268288748,0.013,0.005
"Pcdhga1",0.504,0.00615251823273796,0.00800000000000001,0.468555304360799,0.02,0.012
"Pcdha4",0.504,0.00712198590872765,0.00800000000000001,0.691380059624137,0.02,0.011
"Polr2d",0.504,0.0107257368195902,0.00800000000000001,0.643010891025776,0.025,0.017
"AC103362.1",0.504,0.00772883447309214,0.00800000000000001,0.946773985806923,0.013,0.006
"1110020A21Rik",0.504,0.00670602851868217,0.00800000000000001,0.57992068212518,0.02,0.011
"Prr22",0.504,0.00588113989163159,0.00800000000000001,1.24389953015401,0.013,0.005
"Gm49906",0.504,0.128061682009364,0.00800000000000001,0.642709347254833,0.116,0.111
"Gm16758",0.504,0.0143968719117808,0.00800000000000001,1.71541242736989,0.013,0.005
"Gm4356",0.504,0.0100756518306563,0.00800000000000001,0.36748488156145,0.038,0.031
"Mcrip2",0.504,0.00388277871626816,0.00800000000000001,0.362731563597706,0.022,0.014
"Msrb1",0.504,0.0126834277496701,0.00800000000000001,1.16203483435716,0.016,0.008
"Noxo1",0.504,0.00334250017252513,0.00800000000000001,0.448227110441827,0.016,0.008
"Zfp820",0.504,0.00353707620083158,0.00800000000000001,0.620816625884112,0.013,0.005
"1700110C19Rik",0.504,0.00408588412252199,0.00800000000000001,0.321300751189529,0.022,0.015
"1700102H20Rik",0.504,0.00903519913055913,0.00800000000000001,1.52812193653387,0.011,0.003
"Csnka2ip",0.504,0.00720083493000285,0.00800000000000001,1.08185605878903,0.013,0.006
"Trmt10c",0.504,0.017204594385234,0.00800000000000001,0.787809520712527,0.029,0.022
"Gm32679",0.504,0.01057578930483,0.00800000000000001,1.84246297297909,0.013,0.005
"4930483P17Rik",0.504,0.0135044141892551,0.00800000000000001,1.45982928674771,0.016,0.008
"Ccdc74a",0.504,0.0129292542261812,0.00800000000000001,0.460178771908502,0.038,0.031
"Gm15558",0.504,0.00999490393651087,0.00800000000000001,1.36765260073437,0.013,0.006
"Gm30371",0.504,0.0169332851708565,0.00800000000000001,0.585843395661819,0.04,0.033
"Krt1",0.504,0.0101887590854211,0.00800000000000001,1.95038928262459,0.011,0.003
"Gm17597",0.504,0.0071266586340369,0.00800000000000001,1.51338331333929,0.011,0.004
"Parp10",0.504,0.00175277998812728,0.00800000000000001,0.312030137209866,0.013,0.006
"Zfp41",0.504,0.00835930187303004,0.00800000000000001,0.790251471443692,0.016,0.008
"Trmt12",0.504,0.00800518816256523,0.00800000000000001,0.889813565181297,0.018,0.01
"1700015H07Rik",0.504,0.0128045598134604,0.00800000000000001,0.972031082520669,0.02,0.013
"Gm19303",0.504,0.0302084031694482,0.00800000000000001,1.47804640809669,0.02,0.012
"Slitrk6",0.504,0.0160365812136335,0.00800000000000001,1.19212592410619,0.02,0.011
"Fgf10",0.504,0.0164763684429917,0.00800000000000001,0.320511228368334,0.06,0.052
"Shld3",0.504,0.00763708709222134,0.00800000000000001,1.06696474814044,0.016,0.007
"Gm4241",0.504,0.00769360813307422,0.00800000000000001,1.45045301612154,0.011,0.004
"Glrx",0.504,0.04087089986941,0.00800000000000001,0.721686398293759,0.065,0.057
"A530065N20Rik",0.504,0.0136706490721556,0.00800000000000001,1.37473875291068,0.016,0.008
"Gm34557",0.504,0.00744053395724108,0.00800000000000001,0.71587298728028,0.02,0.013
"Sycp2l",0.504,0.00968160464220294,0.00800000000000001,1.50303873740244,0.011,0.003
"A530046M15Rik",0.504,0.0214975871810157,0.00800000000000001,0.702995659209292,0.042,0.036
"Tex22",0.504,0.0055327002032614,0.00800000000000001,0.943616432964961,0.011,0.004
"Ahnak2",0.504,0.00174812506503413,0.00800000000000001,0.342674447120441,0.013,0.004
"Amn",0.504,0.0140243344247367,0.00800000000000001,2.01063260625702,0.013,0.005
"Ankrd9",0.504,0.0121882710056981,0.00800000000000001,0.637335740031929,0.027,0.02
"Moap1",0.504,0.00359734349259956,0.00800000000000001,0.645499506323446,0.013,0.006
"Gm26531",0.504,0.00859792690487508,0.00800000000000001,1.24854025327286,0.013,0.005
"Gm29587",0.504,0.00696268111487446,0.00800000000000001,0.869659958503387,0.016,0.007
"Tpo",0.504,0.00555414094104354,0.00800000000000001,0.860452802261555,0.016,0.009
"Gm16497",0.504,0.00882328696776527,0.00800000000000001,1.13956091434834,0.016,0.008
"2900045O20Rik",0.504,0.00540105458892486,0.00800000000000001,0.862173770146166,0.013,0.006
"Metrnl",0.504,0.00202151824995127,0.00800000000000001,0.398129762223821,0.013,0.006
"Ogfod3",0.504,0.00371483769694025,0.00800000000000001,0.250674975681118,0.025,0.017
"Mrpl12",0.504,0.0102208292065517,0.00800000000000001,0.745887999202479,0.022,0.015
"Ndufaf8",0.504,0.00755477379548036,0.00800000000000001,1.0538064645661,0.013,0.006
"Gm11750",0.504,0.0102695247129082,0.00800000000000001,1.94549743120975,0.011,0.004
"Birc5",0.504,0.00756311698050279,0.00800000000000001,1.73033481945409,0.011,0.003
"Hexim2",0.504,0.00514210999711659,0.00800000000000001,1.18776551581436,0.011,0.004
"Tmem106a",0.504,0.00565061839795172,0.00800000000000001,0.547952106270513,0.02,0.012
"Gm15893",0.504,0.00689267087457166,0.00800000000000001,1.27286069451352,0.011,0.003
"Gm12576",0.504,0.0327280896559493,0.00800000000000001,0.851919614572743,0.047,0.04
"Ccnq",0.504,0.010912816363607,0.00800000000000001,1.40280133764911,0.013,0.006
"Slc46a1",0.504,0.00543769358732161,0.00800000000000001,1.08796759247306,0.011,0.004
"4931413K12Rik",0.504,0.0152662813138909,0.00800000000000001,2.62328795746882,0.011,0.003
"Tnfsf13os",0.504,0.0115620633382343,0.00800000000000001,1.20401293240063,0.016,0.007
"Gm16062",0.504,0.00516608179691781,0.00800000000000001,0.996376792744373,0.011,0.003
"Hist3h2ba",0.504,0.0122701445657224,0.00800000000000001,0.506362752765257,0.031,0.024
"Vmn2r85",0.504,0.0212002490206537,0.00800000000000001,0.298593028324902,0.098,0.094
"Eef1akmt3",0.504,0.0122908352541786,0.00800000000000001,1.32356985240859,0.016,0.008
"Gm48877",0.504,0.0231835669424221,0.00800000000000001,2.08177954385371,0.016,0.007
"Gm47027",0.504,0.0089459659309652,0.00800000000000001,0.60831601734268,0.025,0.016
"Kcnmb4os2",0.504,0.00321297478252608,0.00800000000000001,0.48712227854914,0.018,0.011
"Gm48689",0.504,0.00913211321653521,0.00800000000000001,1.51509986127799,0.011,0.004
"Gm47962",0.504,0.00697675302941875,0.00800000000000001,0.295350084433931,0.038,0.03
"Mrpl54",0.504,0.00762807029856297,0.00800000000000001,0.568272189426978,0.022,0.014
"Fstl3",0.504,0.00834134180511955,0.00800000000000001,0.716313614404615,0.022,0.015
"Tpgs1",0.504,0.0114994716431122,0.00800000000000001,0.848827281856037,0.022,0.015
"Upb1",0.504,0.00231599423912451,0.00800000000000001,0.375273249710714,0.016,0.009
"Rsph4a",0.504,0.00379055513290422,0.00800000000000001,0.723325531074739,0.011,0.004
"Gm20149",0.504,0.0116056323992674,0.00800000000000001,1.43045205420409,0.016,0.008
"Mtfr2",0.504,0.00747642897849625,0.00800000000000001,0.488248595486223,0.022,0.014
"Gm47760",0.504,0.012582425186093,0.00800000000000001,0.935485936813405,0.022,0.015
"Gm48281",0.504,0.00873736937031431,0.00800000000000001,0.685881874250602,0.022,0.013
"A530083I20Rik",0.504,0.00688543244165041,0.00800000000000001,0.524236689521876,0.02,0.012
"1700048O20Rik",0.504,0.0102459197809812,0.00800000000000001,0.443570077703018,0.033,0.026
"Xylb",0.504,0.0113815574988699,0.00800000000000001,0.780566220092171,0.027,0.019
"Sema3f",0.504,0.00667425597635546,0.00800000000000001,0.407572260605517,0.031,0.022
"Trim43c",0.504,0.00175419435156155,0.00800000000000001,0.677889699577521,0.011,0.004
"Trim43a",0.504,0.0112383864131715,0.00800000000000001,1.53345584446551,0.013,0.005
"Gm36120",0.504,0.0209149895515506,0.00800000000000001,2.65714684177208,0.011,0.002
"Gm39383",0.504,0.00706636023638912,0.00800000000000001,1.3158954650438,0.011,0.003
"Ccpg1os",0.504,0.00820127186289139,0.00800000000000001,0.802105467782064,0.018,0.009
"Cln6",0.504,0.00432818728242387,0.00800000000000001,0.303494051177265,0.025,0.016
"Itga11",0.504,0.0177876179942453,0.00800000000000001,0.403120312109805,0.049,0.041
"Fam219b",0.504,0.0114755735864226,0.00800000000000001,0.466502504432623,0.038,0.03
"C030014I23Rik",0.504,0.0101966129637871,0.00800000000000001,1.35436909658653,0.013,0.005
"Gm48393",0.504,0.0143885162628879,0.00800000000000001,1.04235037405804,0.025,0.017
"Gm47565",0.504,0.00777547668428856,0.00800000000000001,1.80296065470909,0.011,0.004
"4732419C18Rik",0.504,0.0134275695927908,0.00800000000000001,1.6576953889147,0.013,0.005
"Aprt",0.504,0.0136229071955285,0.00800000000000001,0.754645507855504,0.029,0.02
"Gm17344",0.504,0.0116973481339037,0.00800000000000001,1.70133994135499,0.013,0.005
"Thap11",0.504,0.00290768450467354,0.00800000000000001,0.346688737059858,0.016,0.008
"Enkd1",0.504,0.00887209493942519,0.00800000000000001,0.528694411558872,0.025,0.018
"4930513N10Rik",0.504,0.00927753122507425,0.00800000000000001,1.86533053311072,0.011,0.003
"Syce2",0.504,0.0056178674271487,0.00800000000000001,0.800224442087525,0.013,0.005
"Gadd45gip1",0.504,0.00458303297802258,0.00800000000000001,0.428275822044989,0.02,0.011
"4930432K21Rik",0.504,0.011169022843966,0.00800000000000001,0.372931896727962,0.042,0.035
"Cyp4f18",0.504,0.00858989263765575,0.00800000000000001,1.005520097379,0.013,0.005
"Jak3",0.504,0.00633309446356248,0.00800000000000001,0.938185160640135,0.013,0.004
"1700026F02Rik",0.504,0.00978614995912459,0.00800000000000001,1.94718988406592,0.011,0.004
"Slc18a1",0.504,0.00609219882054131,0.00800000000000001,1.08603938023067,0.013,0.006
"Gm15346",0.504,0.0061503423377698,0.00800000000000001,0.993676494841793,0.011,0.004
"Gm15319",0.504,0.00424387012567536,0.00800000000000001,0.742914623125356,0.013,0.006
"Gm44995",0.504,0.0116638080731197,0.00800000000000001,2.68720552396198,0.011,0.002
"Gm44649",0.504,0.0064430572232881,0.00800000000000001,0.917658782427575,0.016,0.008
"Mrpl46",0.504,0.00907879196465967,0.00800000000000001,0.332554002313685,0.04,0.032
"Htatip2",0.504,0.0128686212545226,0.00800000000000001,0.400428220363398,0.051,0.044
"Grwd1",0.504,0.0136825680907369,0.00800000000000001,1.4803205972046,0.016,0.008
"Gm44832",0.504,0.00967381676751874,0.00800000000000001,2.24264988801995,0.011,0.003
"Vsig10l",0.504,0.00595847840646039,0.00800000000000001,1.10883717200369,0.013,0.006
"Gm26810",0.504,0.012518599789441,0.00800000000000001,2.92056170531261,0.011,0.002
"Catsperg2",0.504,0.0171002930084138,0.00800000000000001,3.33961056413176,0.011,0.002
"Gm44618",0.504,0.0163137286627726,0.00800000000000001,1.31762898209456,0.02,0.012
"Cxcl17",0.504,0.0105779858198949,0.00800000000000001,1.15260769414896,0.016,0.008
"Zfp575",0.504,0.00809566177123856,0.00800000000000001,1.49155392325463,0.013,0.005
"Gm29443",0.504,0.012005956745941,0.00800000000000001,0.42852315595883,0.04,0.033
"Slc27a5",0.504,0.00697658648408291,0.00800000000000001,1.21740993774125,0.011,0.004
"Gm36371",0.504,0.00472336766894374,0.00800000000000001,0.313121707463472,0.029,0.02
"Gm15510",0.504,0.0096617654949224,0.00800000000000001,0.545853533957138,0.029,0.021
"Sbk3",0.504,0.00668322659983118,0.00800000000000001,1.69792775203131,0.011,0.003
"E330012B07Rik",0.504,0.0135575888656178,0.00800000000000001,2.40929505105291,0.011,0.003
"Fgf23",0.504,0.0133058107589978,0.00800000000000001,3.02303524081667,0.011,0.002
"H1fx",0.504,0.0110398595109865,0.00800000000000001,1.55944910055084,0.013,0.005
"Gm44127",0.504,0.00794155474970837,0.00800000000000001,1.86321573256402,0.011,0.004
"Tmem176a",0.504,0.0123506809465079,0.00800000000000001,2.08395648493449,0.011,0.002
"AI854703",0.504,0.0108166952001452,0.00800000000000001,0.862940937186792,0.02,0.012
"Cep41",0.504,0.0105380335492759,0.00800000000000001,0.462384514836398,0.031,0.023
